provision_id,subject,section,primary_dimension,kind,owning_unit,owners,delegation_note
A608,法典五類規範分類條例,amendment-and-protection,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A609,法典唯一控制命題與跨層重述收斂條例,amendment-and-protection,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A65,cross-layer-information-layer,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;equal-to-sovereign;information-layer-own-sovereign;sovereign-or-sub-sovereign,"delegate business content, retain governance shell"
A66,module-execution-layer,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A68,module-fine-grained-decomposition,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A69,execution-layer-internal-tiering,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,sub-sovereign,"delegate business content, retain governance shell"
A7,permission-directory,permission,資料/SQL,business,UNIT_PERMISSION,permission,"delegate to owning unit domain (successor, retain reference only)"
A74,single-codex-citation-entry,general-provisions,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A75,postgresql-cannot-change-codex,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A77,absolute-codex-immutability,amendment-and-protection,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A78,codex-authenticity-without-decider,general-provisions,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A79,codex-modification-history,amendment-and-protection,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A8,system-responsibility,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A80,complete-codex-traceability,amendment-and-protection,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A82,codex-always-read-only,amendment-and-protection,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A83,codex-highest-authority,general-provisions,安全與稽核,mixed,codex-retained,,"delegate business content, retain governance shell"
A85,per-provision-codex-identity,general-provisions,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A86,new-provision-identity-and-effective-time,amendment-and-protection,安全與稽核,mixed,codex-retained,,"delegate business content, retain governance shell"
A87,provision-update-recertification,amendment-and-protection,安全與稽核,mixed,codex-retained,,"delegate business content, retain governance shell"
A88,atomic-provision-supersession,amendment-and-protection,安全與稽核,mixed,codex-retained,,"delegate business content, retain governance shell"
A89,sovereign-decision-codex-basis,general-provisions,治理/權責,governance,codex-retained,decision,retain in codex (governance/boundary)
A91,sovereign-only-codex-use,general-provisions,資料/SQL,mixed,codex-retained,registered-sovereign;sub-sovereign,"delegate business content, retain governance shell"
A94,codex-without-codex-view,amendment-and-protection,安全與稽核,governance,codex-retained,,retain in codex (governance/boundary)
A95,highest-authority-application-boundary,amendment-and-protection,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A96,codex-reference-normalization,amendment-and-protection,安全與稽核,mixed,codex-retained,decision;eligible-sovereign;sub-sovereign,"delegate business content, retain governance shell"
A98,single-channel-authentication,amendment-and-protection,安全與稽核,mixed,codex-retained,allowlisted-sovereign,"delegate business content, retain governance shell"
A99,codex-corruption-recovery,amendment-and-protection,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
